State Code,District Code,India / State / Union Territory / District,Name,Year,Age Group,Gender,Ethnic Group,Total / Rural / Urban,Value
18,1803,District,Bongaigaon,2021,45-59,Other,Sikh,Rural,718
18,1803,District,Bongaigaon,2021,45-59,Other,Buddhist,Rural,7941
18,1803,District,Bongaigaon,2021,45-59,Other,Jain,Rural,29968
18,1803,District,Bongaigaon,2021,45-59,Other,Parsi,Rural,20855
18,1803,District,Bongaigaon,2021,60+,Male,Hindu,Rural,22045
18,1803,District,Bongaigaon,2021,60+,Male,Muslim,Rural,7919
18,1803,District,Bongaigaon,2021,60+,Male,Christian,Rural,960
18,1803,District,Bongaigaon,2021,60+,Male,Sikh,Rural,13509
18,1803,District,Bongaigaon,2021,60+,Male,Buddhist,Rural,19166
18,1803,District,Bongaigaon,2021,60+,Male,Jain,Rural,843
18,1803,District,Bongaigaon,2021,60+,Male,Parsi,Rural,340
18,1803,District,Bongaigaon,2021,60+,Female,Hindu,Rural,16401
18,1803,District,Bongaigaon,2021,60+,Female,Muslim,Rural,4048
18,1803,District,Bongaigaon,2021,60+,Female,Christian,Rural,36834
18,1803,District,Bongaigaon,2021,60+,Female,Sikh,Rural,28476
18,1803,District,Bongaigaon,2021,60+,Female,Buddhist,Rural,23426
18,1803,District,Bongaigaon,2021,60+,Female,Jain,Rural,1938
18,1803,District,Bongaigaon,2021,60+,Female,Parsi,Rural,12608
18,1803,District,Bongaigaon,2021,60+,Other,Hindu,Rural,32369
18,1803,District,Bongaigaon,2021,60+,Other,Muslim,Rural,6299
18,1803,District,Bongaigaon,2021,60+,Other,Christian,Rural,4571
18,1803,District,Bongaigaon,2021,60+,Other,Sikh,Rural,4477
18,1803,District,Bongaigaon,2021,60+,Other,Buddhist,Rural,33593
18,1803,District,Bongaigaon,2021,60+,Other,Jain,Rural,7362
18,1803,District,Bongaigaon,2021,60+,Other,Parsi,Rural,5368
18,1803,District,Bongaigaon,2021,0-14,Male,Hindu,Urban,10028
18,1803,District,Bongaigaon,2021,0-14,Male,Muslim,Urban,2109
18,1803,District,Bongaigaon,2021,0-14,Male,Christian,Urban,2790
18,1803,District,Bongaigaon,2021,0-14,Male,Sikh,Urban,621
18,1803,District,Bongaigaon,2021,0-14,Male,Buddhist,Urban,2885
18,1803,District,Bongaigaon,2021,0-14,Male,Jain,Urban,6530
18,1803,District,Bongaigaon,2021,0-14,Male,Parsi,Urban,8701
18,1803,District,Bongaigaon,2021,0-14,Female,Hindu,Urban,17406
18,1803,District,Bongaigaon,2021,0-14,Female,Muslim,Urban,1978
18,1803,District,Bongaigaon,2021,0-14,Female,Christian,Urban,9954
18,1803,District,Bongaigaon,2021,0-14,Female,Sikh,Urban,1305
18,1803,District,Bongaigaon,2021,0-14,Female,Buddhist,Urban,198
18,1803,District,Bongaigaon,2021,0-14,Female,Jain,Urban,5079
18,1803,District,Bongaigaon,2021,0-14,Female,Parsi,Urban,23086
18,1803,District,Bongaigaon,2021,0-14,Other,Hindu,Urban,7920
18,1803,District,Bongaigaon,2021,0-14,Other,Muslim,Urban,3454
18,1803,District,Bongaigaon,2021,0-14,Other,Christian,Urban,5110
18,1803,District,Bongaigaon,2021,0-14,Other,Sikh,Urban,5189
18,1803,District,Bongaigaon,2021,0-14,Other,Buddhist,Urban,9666
18,1803,District,Bongaigaon,2021,0-14,Other,Jain,Urban,6636
18,1803,District,Bongaigaon,2021,0-14,Other,Parsi,Urban,9019
18,1803,District,Bongaigaon,2021,15-24,Male,Hindu,Urban,7805
18,1803,District,Bongaigaon,2021,15-24,Male,Muslim,Urban,14389
18,1803,District,Bongaigaon,2021,15-24,Male,Christian,Urban,11858
18,1803,District,Bongaigaon,2021,15-24,Male,Sikh,Urban,17253
18,1803,District,Bongaigaon,2021,15-24,Male,Buddhist,Urban,724
18,1803,District,Bongaigaon,2021,15-24,Male,Jain,Urban,6060
18,1803,District,Bongaigaon,2021,15-24,Male,Parsi,Urban,6611
18,1803,District,Bongaigaon,2021,15-24,Female,Hindu,Urban,7188
18,1803,District,Bongaigaon,2021,15-24,Female,Muslim,Urban,6396
18,1803,District,Bongaigaon,2021,15-24,Female,Christian,Urban,17880
18,1803,District,Bongaigaon,2021,15-24,Female,Sikh,Urban,1511
18,1803,District,Bongaigaon,2021,15-24,Female,Buddhist,Urban,9576
18,1803,District,Bongaigaon,2021,15-24,Female,Jain,Urban,5627
18,1803,District,Bongaigaon,2021,15-24,Female,Parsi,Urban,4464
18,1803,District,Bongaigaon,2021,15-24,Other,Hindu,Urban,14809
18,1803,District,Bongaigaon,2021,15-24,Other,Muslim,Urban,7151
18,1803,District,Bongaigaon,2021,15-24,Other,Christian,Urban,7357
18,1803,District,Bongaigaon,2021,15-24,Other,Sikh,Urban,6359
18,1803,District,Bongaigaon,2021,15-24,Other,Buddhist,Urban,6469
18,1803,District,Bongaigaon,2021,15-24,Other,Jain,Urban,5663
18,1803,District,Bongaigaon,2021,15-24,Other,Parsi,Urban,2787
18,1803,District,Bongaigaon,2021,25-44,Male,Hindu,Urban,27235
18,1803,District,Bongaigaon,2021,25-44,Male,Muslim,Urban,6346
18,1803,District,Bongaigaon,2021,25-44,Male,Christian,Urban,1504
18,1803,District,Bongaigaon,2021,25-44,Male,Sikh,Urban,21790
18,1803,District,Bongaigaon,2021,25-44,Male,Buddhist,Urban,15774
18,1803,District,Bongaigaon,2021,25-44,Male,Jain,Urban,7072
18,1803,District,Bongaigaon,2021,25-44,Male,Parsi,Urban,725
18,1803,District,Bongaigaon,2021,25-44,Female,Hindu,Urban,8355
18,1803,District,Bongaigaon,2021,25-44,Female,Muslim,Urban,444
18,1803,District,Bongaigaon,2021,25-44,Female,Christian,Urban,15482
18,1803,District,Bongaigaon,2021,25-44,Female,Sikh,Urban,9785
18,1803,District,Bongaigaon,2021,25-44,Female,Buddhist,Urban,13844
18,1803,District,Bongaigaon,2021,25-44,Female,Jain,Urban,934
18,1803,District,Bongaigaon,2021,25-44,Female,Parsi,Urban,5930
18,1803,District,Bongaigaon,2021,25-44,Other,Hindu,Urban,6903
18,1803,District,Bongaigaon,2021,25-44,Other,Muslim,Urban,8352
18,1803,District,Bongaigaon,2021,25-44,Other,Christian,Urban,3666
18,1803,District,Bongaigaon,2021,25-44,Other,Sikh,Urban,3978
18,1803,District,Bongaigaon,2021,25-44,Other,Buddhist,Urban,890
18,1803,District,Bongaigaon,2021,25-44,Other,Jain,Urban,2098
18,1803,District,Bongaigaon,2021,25-44,Other,Parsi,Urban,10918
18,1803,District,Bongaigaon,2021,45-59,Male,Hindu,Urban,13482
18,1803,District,Bongaigaon,2021,45-59,Male,Muslim,Urban,5893
18,1803,District,Bongaigaon,2021,45-59,Male,Christian,Urban,31262
18,1803,District,Bongaigaon,2021,45-59,Male,Sikh,Urban,8361
18,1803,District,Bongaigaon,2021,45-59,Male,Buddhist,Urban,15674
18,1803,District,Bongaigaon,2021,45-59,Male,Jain,Urban,10725
18,1803,District,Bongaigaon,2021,45-59,Male,Parsi,Urban,1462
18,1803,District,Bongaigaon,2021,45-59,Female,Hindu,Urban,860
18,1803,District,Bongaigaon,2021,45-59,Female,Muslim,Urban,2628
18,1803,District,Bongaigaon,2021,45-59,Female,Christian,Urban,5473
18,1803,District,Bongaigaon,2021,45-59,Female,Sikh,Urban,5638
18,1803,District,Bongaigaon,2021,45-59,Female,Buddhist,Urban,788
18,1803,District,Bongaigaon,2021,45-59,Female,Jain,Urban,16091
18,1803,District,Bongaigaon,2021,45-59,Female,Parsi,Urban,10417
18,1803,District,Bongaigaon,2021,45-59,Other,Hindu,Urban,6255
18,1803,District,Bongaigaon,2021,45-59,Other,Muslim,Urban,26965
18,1803,District,Bongaigaon,2021,45-59,Other,Christian,Urban,9774
18,1803,District,Bongaigaon,2021,45-59,Other,Sikh,Urban,13152
18,1803,District,Bongaigaon,2021,45-59,Other,Buddhist,Urban,5458
18,1803,District,Bongaigaon,2021,45-59,Other,Jain,Urban,3165
18,1803,District,Bongaigaon,2021,45-59,Other,Parsi,Urban,13973
18,1803,District,Bongaigaon,2021,60+,Male,Hindu,Urban,13904
18,1803,District,Bongaigaon,2021,60+,Male,Muslim,Urban,3135
18,1803,District,Bongaigaon,2021,60+,Male,Christian,Urban,10743
18,1803,District,Bongaigaon,2021,60+,Male,Sikh,Urban,24409
18,1803,District,Bongaigaon,2021,60+,Male,Buddhist,Urban,1165
18,1803,District,Bongaigaon,2021,60+,Male,Jain,Urban,19962
18,1803,District,Bongaigaon,2021,60+,Male,Parsi,Urban,951
18,1803,District,Bongaigaon,2021,60+,Female,Hindu,Urban,36762
18,1803,District,Bongaigaon,2021,60+,Female,Muslim,Urban,28017
18,1803,District,Bongaigaon,2021,60+,Female,Christian,Urban,1163
18,1803,District,Bongaigaon,2021,60+,Female,Sikh,Urban,5812
18,1803,District,Bongaigaon,2021,60+,Female,Buddhist,Urban,16120
18,1803,District,Bongaigaon,2021,60+,Female,Jain,Urban,1785
18,1803,District,Bongaigaon,2021,60+,Female,Parsi,Urban,5897
18,1803,District,Bongaigaon,2021,60+,Other,Hindu,Urban,22065
18,1803,District,Bongaigaon,2021,60+,Other,Muslim,Urban,709
18,1803,District,Bongaigaon,2021,60+,Other,Christian,Urban,15441
18,1803,District,Bongaigaon,2021,60+,Other,Sikh,Urban,3010
18,1803,District,Bongaigaon,2021,60+,Other,Buddhist,Urban,8526
18,1803,District,Bongaigaon,2021,60+,Other,Jain,Urban,1984
18,1803,District,Bongaigaon,2021,60+,Other,Parsi,Urban,1066
18,1803,District,Bongaigaon,2021,0-14,Male,Hindu,Total,32993
18,1803,District,Bongaigaon,2021,0-14,Male,Muslim,Total,57528
18,1803,District,Bongaigaon,2021,0-14,Male,Christian,Total,14675
18,1803,District,Bongaigaon,2021,0-14,Male,Sikh,Total,30640
18,1803,District,Bongaigaon,2021,0-14,Male,Buddhist,Total,55903
18,1803,District,Bongaigaon,2021,0-14,Male,Jain,Total,14369
18,1803,District,Bongaigaon,2021,0-14,Male,Parsi,Total,14105
18,1803,District,Bongaigaon,2021,0-14,Female,Hindu,Total,40777
18,1803,District,Bongaigaon,2021,0-14,Female,Muslim,Total,4051
18,1803,District,Bongaigaon,2021,0-14,Female,Christian,Total,18194
18,1803,District,Bongaigaon,2021,0-14,Female,Sikh,Total,16057
18,1803,District,Bongaigaon,2021,0-14,Female,Buddhist,Total,8125
18,1803,District,Bongaigaon,2021,0-14,Female,Jain,Total,25282
18,1803,District,Bongaigaon,2021,0-14,Female,Parsi,Total,54258
18,1803,District,Bongaigaon,2021,0-14,Other,Hindu,Total,21112
18,1803,District,Bongaigaon,2021,0-14,Other,Muslim,Total,14597
18,1803,District,Bongaigaon,2021,0-14,Other,Christian,Total,20869
18,1803,District,Bongaigaon,2021,0-14,Other,Sikh,Total,27821
18,1803,District,Bongaigaon,2021,0-14,Other,Buddhist,Total,33818
18,1803,District,Bongaigaon,2021,0-14,Other,Jain,Total,28698
18,1803,District,Bongaigaon,2021,0-14,Other,Parsi,Total,106222
18,1803,District,Bongaigaon,2021,15-24,Male,Hindu,Total,17872
18,1803,District,Bongaigaon,2021,15-24,Male,Muslim,Total,21416
18,1803,District,Bongaigaon,2021,15-24,Male,Christian,Total,25928
18,1803,District,Bongaigaon,2021,15-24,Male,Sikh,Total,22261
18,1803,District,Bongaigaon,2021,15-24,Male,Buddhist,Total,758
18,1803,District,Bongaigaon,2021,15-24,Male,Jain,Total,13253
18,1803,District,Bongaigaon,2021,15-24,Male,Parsi,Total,31280
18,1803,District,Bongaigaon,2021,15-24,Female,Hindu,Total,7193
18,1803,District,Bongaigaon,2021,15-24,Female,Muslim,Total,60724
18,1803,District,Bongaigaon,2021,15-24,Female,Christian,Total,20750
18,1803,District,Bongaigaon,2021,15-24,Female,Sikh,Total,25210
18,1803,District,Bongaigaon,2021,15-24,Female,Buddhist,Total,15418
18,1803,District,Bongaigaon,2021,15-24,Female,Jain,Total,30439
18,1803,District,Bongaigaon,2021,15-24,Female,Parsi,Total,32066
18,1803,District,Bongaigaon,2021,15-24,Other,Hindu,Total,15195
18,1803,District,Bongaigaon,2021,15-24,Other,Muslim,Total,27631
18,1803,District,Bongaigaon,2021,15-24,Other,Christian,Total,21768
18,1803,District,Bongaigaon,2021,15-24,Other,Sikh,Total,7421
18,1803,District,Bongaigaon,2021,15-24,Other,Buddhist,Total,13269
18,1803,District,Bongaigaon,2021,15-24,Other,Jain,Total,27192
18,1803,District,Bongaigaon,2021,15-24,Other,Parsi,Total,13166
18,1803,District,Bongaigaon,2021,25-44,Male,Hindu,Total,79542
18,1803,District,Bongaigaon,2021,25-44,Male,Muslim,Total,22516
18,1803,District,Bongaigaon,2021,25-44,Male,Christian,Total,13827
18,1803,District,Bongaigaon,2021,25-44,Male,Sikh,Total,39755
18,1803,District,Bongaigaon,2021,25-44,Male,Buddhist,Total,70339
18,1803,District,Bongaigaon,2021,25-44,Male,Jain,Total,11183
18,1803,District,Bongaigaon,2021,25-44,Male,Parsi,Total,13446
18,1803,District,Bongaigaon,2021,25-44,Female,Hindu,Total,13075
18,1803,District,Bongaigaon,2021,25-44,Female,Muslim,Total,6917
18,1803,District,Bongaigaon,2021,25-44,Female,Christian,Total,23395
18,1803,District,Bongaigaon,2021,25-44,Female,Sikh,Total,11007
18,1803,District,Bongaigaon,2021,25-44,Female,Buddhist,Total,14512
18,1803,District,Bongaigaon,2021,25-44,Female,Jain,Total,5022
18,1803,District,Bongaigaon,2021,25-44,Female,Parsi,Total,9714
18,1803,District,Bongaigaon,2021,25-44,Other,Hindu,Total,22258
18,1803,District,Bongaigaon,2021,25-44,Other,Muslim,Total,9331
18,1803,District,Bongaigaon,2021,25-44,Other,Christian,Total,24938
18,1803,District,Bongaigaon,2021,25-44,Other,Sikh,Total,27848
18,1803,District,Bongaigaon,2021,25-44,Other,Buddhist,Total,14406
18,1803,District,Bongaigaon,2021,25-44,Other,Jain,Total,14266
18,1803,District,Bongaigaon,2021,25-44,Other,Parsi,Total,24640
18,1803,District,Bongaigaon,2021,45-59,Male,Hindu,Total,16152
18,1803,District,Bongaigaon,2021,45-59,Male,Muslim,Total,15084
18,1803,District,Bongaigaon,2021,45-59,Male,Christian,Total,41059
18,1803,District,Bongaigaon,2021,45-59,Male,Sikh,Total,25494
18,1803,District,Bongaigaon,2021,45-59,Male,Buddhist,Total,16603
18,1803,District,Bongaigaon,2021,45-59,Male,Jain,Total,35143
18,1803,District,Bongaigaon,2021,45-59,Male,Parsi,Total,6364
18,1803,District,Bongaigaon,2021,45-59,Female,Hindu,Total,12748
18,1803,District,Bongaigaon,2021,45-59,Female,Muslim,Total,7099
18,1803,District,Bongaigaon,2021,45-59,Female,Christian,Total,77618
18,1803,District,Bongaigaon,2021,45-59,Female,Sikh,Total,85274
18,1803,District,Bongaigaon,2021,45-59,Female,Buddhist,Total,6318
18,1803,District,Bongaigaon,2021,45-59,Female,Jain,Total,38317
18,1803,District,Bongaigaon,2021,45-59,Female,Parsi,Total,14211
18,1803,District,Bongaigaon,2021,45-59,Other,Hindu,Total,34867
18,1803,District,Bongaigaon,2021,45-59,Other,Muslim,Total,79301
18,1803,District,Bongaigaon,2021,45-59,Other,Christian,Total,31486
18,1803,District,Bongaigaon,2021,45-59,Other,Sikh,Total,13870
18,1803,District,Bongaigaon,2021,45-59,Other,Buddhist,Total,13399
18,1803,District,Bongaigaon,2021,45-59,Other,Jain,Total,33133
18,1803,District,Bongaigaon,2021,45-59,Other,Parsi,Total,34828
18,1803,District,Bongaigaon,2021,60+,Male,Hindu,Total,35949
18,1803,District,Bongaigaon,2021,60+,Male,Muslim,Total,11054
18,1803,District,Bongaigaon,2021,60+,Male,Christian,Total,11703
18,1803,District,Bongaigaon,2021,60+,Male,Sikh,Total,37918
18,1803,District,Bongaigaon,2021,60+,Male,Buddhist,Total,20331
18,1803,District,Bongaigaon,2021,60+,Male,Jain,Total,20805
18,1803,District,Bongaigaon,2021,60+,Male,Parsi,Total,1291
18,1803,District,Bongaigaon,2021,60+,Female,Hindu,Total,53163
18,1803,District,Bongaigaon,2021,60+,Female,Muslim,Total,32065
18,1803,District,Bongaigaon,2021,60+,Female,Christian,Total,37997
18,1803,District,Bongaigaon,2021,60+,Female,Sikh,Total,34288
18,1803,District,Bongaigaon,2021,60+,Female,Buddhist,Total,39546
18,1803,District,Bongaigaon,2021,60+,Female,Jain,Total,3723
18,1803,District,Bongaigaon,2021,60+,Female,Parsi,Total,18505
18,1803,District,Bongaigaon,2021,60+,Other,Hindu,Total,54434
18,1803,District,Bongaigaon,2021,60+,Other,Muslim,Total,7008
18,1803,District,Bongaigaon,2021,60+,Other,Christian,Total,20012
18,1803,District,Bongaigaon,2021,60+,Other,Sikh,Total,7487
18,1803,District,Bongaigaon,2021,60+,Other,Buddhist,Total,42119
18,1803,District,Bongaigaon,2021,60+,Other,Jain,Total,9346
18,1803,District,Bongaigaon,2021,60+,Other,Parsi,Total,6434
18,1804,District,Cachar,2021,0-14,Male,Hindu,Rural,179296
18,1804,District,Cachar,2021,0-14,Male,Muslim,Rural,9513
18,1804,District,Cachar,2021,0-14,Male,Christian,Rural,8208
18,1804,District,Cachar,2021,0-14,Male,Sikh,Rural,31426
18,1804,District,Cachar,2021,0-14,Male,Buddhist,Rural,2911
18,1804,District,Cachar,2021,0-14,Male,Jain,Rural,21233
18,1804,District,Cachar,2021,0-14,Male,Parsi,Rural,39977
18,1804,District,Cachar,2021,0-14,Female,Hindu,Rural,13099
18,1804,District,Cachar,2021,0-14,Female,Muslim,Rural,38613
18,1804,District,Cachar,2021,0-14,Female,Christian,Rural,854
18,1804,District,Cachar,2021,0-14,Female,Sikh,Rural,105188
18,1804,District,Cachar,2021,0-14,Female,Buddhist,Rural,35612
18,1804,District,Cachar,2021,0-14,Female,Jain,Rural,14515
18,1804,District,Cachar,2021,0-14,Female,Parsi,Rural,55473
18,1804,District,Cachar,2021,0-14,Other,Hindu,Rural,45471
18,1804,District,Cachar,2021,0-14,Other,Muslim,Rural,5488
18,1804,District,Cachar,2021,0-14,Other,Christian,Rural,43837
18,1804,District,Cachar,2021,0-14,Other,Sikh,Rural,58418
18,1804,District,Cachar,2021,0-14,Other,Buddhist,Rural,19820
18,1804,District,Cachar,2021,0-14,Other,Jain,Rural,32293
18,1804,District,Cachar,2021,0-14,Other,Parsi,Rural,13275
18,1804,District,Cachar,2021,15-24,Male,Hindu,Rural,901
18,1804,District,Cachar,2021,15-24,Male,Muslim,Rural,6198
18,1804,District,Cachar,2021,15-24,Male,Christian,Rural,17438
18,1804,District,Cachar,2021,15-24,Male,Sikh,Rural,9231
18,1804,District,Cachar,2021,15-24,Male,Buddhist,Rural,29777
18,1804,District,Cachar,2021,15-24,Male,Jain,Rural,55056
18,1804,District,Cachar,2021,15-24,Male,Parsi,Rural,12986
18,1804,District,Cachar,2021,15-24,Female,Hindu,Rural,42862
18,1804,District,Cachar,2021,15-24,Female,Muslim,Rural,15959
18,1804,District,Cachar,2021,15-24,Female,Christian,Rural,11551
18,1804,District,Cachar,2021,15-24,Female,Sikh,Rural,54660
18,1804,District,Cachar,2021,15-24,Female,Buddhist,Rural,71310
18,1804,District,Cachar,2021,15-24,Female,Jain,Rural,81824
18,1804,District,Cachar,2021,15-24,Female,Parsi,Rural,62697
18,1804,District,Cachar,2021,15-24,Other,Hindu,Rural,19391
18,1804,District,Cachar,2021,15-24,Other,Muslim,Rural,17322
18,1804,District,Cachar,2021,15-24,Other,Christian,Rural,11705
18,1804,District,Cachar,2021,15-24,Other,Sikh,Rural,30086
18,1804,District,Cachar,2021,15-24,Other,Buddhist,Rural,115767
18,1804,District,Cachar,2021,15-24,Other,Jain,Rural,22317
18,1804,District,Cachar,2021,15-24,Other,Parsi,Rural,12925
18,1804,District,Cachar,2021,25-44,Male,Hindu,Rural,3988
18,1804,District,Cachar,2021,25-44,Male,Muslim,Rural,46321
18,1804,District,Cachar,2021,25-44,Male,Christian,Rural,134997
18,1804,District,Cachar,2021,25-44,Male,Sikh,Rural,109202
18,1804,District,Cachar,2021,25-44,Male,Buddhist,Rural,9407
18,1804,District,Cachar,2021,25-44,Male,Jain,Rural,14300
18,1804,District,Cachar,2021,25-44,Male,Parsi,Rural,7725
18,1804,District,Cachar,2021,25-44,Female,Hindu,Rural,7429
18,1804,District,Cachar,2021,25-44,Female,Muslim,Rural,5776
18,1804,District,Cachar,2021,25-44,Female,Christian,Rural,29496
18,1804,District,Cachar,2021,25-44,Female,Sikh,Rural,22505
18,1804,District,Cachar,2021,25-44,Female,Buddhist,Rural,3209
18,1804,District,Cachar,2021,25-44,Female,Jain,Rural,27884
18,1804,District,Cachar,2021,25-44,Female,Parsi,Rural,139455
18,1804,District,Cachar,2021,25-44,Other,Hindu,Rural,81506
18,1804,District,Cachar,2021,25-44,Other,Muslim,Rural,76100
18,1804,District,Cachar,2021,25-44,Other,Christian,Rural,11871
18,1804,District,Cachar,2021,25-44,Other,Sikh,Rural,42067
18,1804,District,Cachar,2021,25-44,Other,Buddhist,Rural,50595
18,1804,District,Cachar,2021,25-44,Other,Jain,Rural,6273
18,1804,District,Cachar,2021,25-44,Other,Parsi,Rural,36778
18,1804,District,Cachar,2021,45-59,Male,Hindu,Rural,3148
18,1804,District,Cachar,2021,45-59,Male,Muslim,Rural,21088
18,1804,District,Cachar,2021,45-59,Male,Christian,Rural,11031
18,1804,District,Cachar,2021,45-59,Male,Sikh,Rural,88184
18,1804,District,Cachar,2021,45-59,Male,Buddhist,Rural,445
18,1804,District,Cachar,2021,45-59,Male,Jain,Rural,25636
18,1804,District,Cachar,2021,45-59,Male,Parsi,Rural,19342
18,1804,District,Cachar,2021,45-59,Female,Hindu,Rural,53154
18,1804,District,Cachar,2021,45-59,Female,Muslim,Rural,14233
18,1804,District,Cachar,2021,45-59,Female,Christian,Rural,56047
18,1804,District,Cachar,2021,45-59,Female,Sikh,Rural,8747
18,1804,District,Cachar,2021,45-59,Female,Buddhist,Rural,25700
18,1804,District,Cachar,2021,45-59,Female,Jain,Rural,78901
18,1804,District,Cachar,2021,45-59,Female,Parsi,Rural,67770
18,1804,District,Cachar,2021,45-59,Other,Hindu,Rural,22021
18,1804,District,Cachar,2021,45-59,Other,Muslim,Rural,7990
18,1804,District,Cachar,2021,45-59,Other,Christian,Rural,69602
18,1804,District,Cachar,2021,45-59,Other,Sikh,Rural,32254
18,1804,District,Cachar,2021,45-59,Other,Buddhist,Rural,23136
18,1804,District,Cachar,2021,45-59,Other,Jain,Rural,71035
18,1804,District,Cachar,2021,45-59,Other,Parsi,Rural,47929
18,1804,District,Cachar,2021,60+,Male,Hindu,Rural,71486
18,1804,District,Cachar,2021,60+,Male,Muslim,Rural,156488
18,1804,District,Cachar,2021,60+,Male,Christian,Rural,22089
18,1804,District,Cachar,2021,60+,Male,Sikh,Rural,36716
18,1804,District,Cachar,2021,60+,Male,Buddhist,Rural,3804
18,1804,District,Cachar,2021,60+,Male,Jain,Rural,27303
18,1804,District,Cachar,2021,60+,Male,Parsi,Rural,48551
18,1804,District,Cachar,2021,60+,Female,Hindu,Rural,2992
18,1804,District,Cachar,2021,60+,Female,Muslim,Rural,7003
18,1804,District,Cachar,2021,60+,Female,Christian,Rural,102247
18,1804,District,Cachar,2021,60+,Female,Sikh,Rural,19980
18,1804,District,Cachar,2021,60+,Female,Buddhist,Rural,7939
18,1804,District,Cachar,2021,60+,Female,Jain,Rural,11640
18,1804,District,Cachar,2021,60+,Female,Parsi,Rural,3444
18,1804,District,Cachar,2021,60+,Other,Hindu,Rural,53220
18,1804,District,Cachar,2021,60+,Other,Muslim,Rural,14809
18,1804,District,Cachar,2021,60+,Other,Christian,Rural,67713
18,1804,District,Cachar,2021,60+,Other,Sikh,Rural,38630
18,1804,District,Cachar,2021,60+,Other,Buddhist,Rural,141970
18,1804,District,Cachar,2021,60+,Other,Jain,Rural,594
18,1804,District,Cachar,2021,60+,Other,Parsi,Rural,14437
18,1804,District,Cachar,2021,0-14,Male,Hindu,Urban,4642
18,1804,District,Cachar,2021,0-14,Male,Muslim,Urban,3716
18,1804,District,Cachar,2021,0-14,Male,Christian,Urban,3363
18,1804,District,Cachar,2021,0-14,Male,Sikh,Urban,16735
18,1804,District,Cachar,2021,0-14,Male,Buddhist,Urban,29717
18,1804,District,Cachar,2021,0-14,Male,Jain,Urban,6672
18,1804,District,Cachar,2021,0-14,Male,Parsi,Urban,1550
18,1804,District,Cachar,2021,0-14,Female,Hindu,Urban,5203
18,1804,District,Cachar,2021,0-14,Female,Muslim,Urban,19230
18,1804,District,Cachar,2021,0-14,Female,Christian,Urban,26271
18,1804,District,Cachar,2021,0-14,Female,Sikh,Urban,27636
18,1804,District,Cachar,2021,0-14,Female,Buddhist,Urban,20043
18,1804,District,Cachar,2021,0-14,Female,Jain,Urban,2490
18,1804,District,Cachar,2021,0-14,Female,Parsi,Urban,257
18,1804,District,Cachar,2021,0-14,Other,Hindu,Urban,12234
18,1804,District,Cachar,2021,0-14,Other,Muslim,Urban,12090
18,1804,District,Cachar,2021,0-14,Other,Christian,Urban,19132
18,1804,District,Cachar,2021,0-14,Other,Sikh,Urban,47366
18,1804,District,Cachar,2021,0-14,Other,Buddhist,Urban,4540
18,1804,District,Cachar,2021,0-14,Other,Jain,Urban,28821
18,1804,District,Cachar,2021,0-14,Other,Parsi,Urban,21840
18,1804,District,Cachar,2021,15-24,Male,Hindu,Urban,6246
18,1804,District,Cachar,2021,15-24,Male,Muslim,Urban,19999
18,1804,District,Cachar,2021,15-24,Male,Christian,Urban,8313
18,1804,District,Cachar,2021,15-24,Male,Sikh,Urban,1295
18,1804,District,Cachar,2021,15-24,Male,Buddhist,Urban,10439
18,1804,District,Cachar,2021,15-24,Male,Jain,Urban,10978
18,1804,District,Cachar,2021,15-24,Male,Parsi,Urban,6587
18,1804,District,Cachar,2021,15-24,Female,Hindu,Urban,13951
18,1804,District,Cachar,2021,15-24,Female,Muslim,Urban,67069
18,1804,District,Cachar,2021,15-24,Female,Christian,Urban,10842
18,1804,District,Cachar,2021,15-24,Female,Sikh,Urban,5150
18,1804,District,Cachar,2021,15-24,Female,Buddhist,Urban,4084
18,1804,District,Cachar,2021,15-24,Female,Jain,Urban,29834
18,1804,District,Cachar,2021,15-24,Female,Parsi,Urban,33
18,1804,District,Cachar,2021,15-24,Other,Hindu,Urban,691
18,1804,District,Cachar,2021,15-24,Other,Muslim,Urban,36523
18,1804,District,Cachar,2021,15-24,Other,Christian,Urban,1500
18,1804,District,Cachar,2021,15-24,Other,Sikh,Urban,29176
18,1804,District,Cachar,2021,15-24,Other,Buddhist,Urban,7142
18,1804,District,Cachar,2021,15-24,Other,Jain,Urban,8572
18,1804,District,Cachar,2021,15-24,Other,Parsi,Urban,304
18,1804,District,Cachar,2021,25-44,Male,Hindu,Urban,4057
18,1804,District,Cachar,2021,25-44,Male,Muslim,Urban,5557
18,1804,District,Cachar,2021,25-44,Male,Christian,Urban,11918
18,1804,District,Cachar,2021,25-44,Male,Sikh,Urban,870
18,1804,District,Cachar,2021,25-44,Male,Buddhist,Urban,23257
18,1804,District,Cachar,2021,25-44,Male,Jain,Urban,2832
18,1804,District,Cachar,2021,25-44,Male,Parsi,Urban,22835
18,1804,District,Cachar,2021,25-44,Female,Hindu,Urban,25862
18,1804,District,Cachar,2021,25-44,Female,Muslim,Urban,5707
18,1804,District,Cachar,2021,25-44,Female,Christian,Urban,7388
18,1804,District,Cachar,2021,25-44,Female,Sikh,Urban,3203
18,1804,District,Cachar,2021,25-44,Female,Buddhist,Urban,39007
18,1804,District,Cachar,2021,25-44,Female,Jain,Urban,317
18,1804,District,Cachar,2021,25-44,Female,Parsi,Urban,49
18,1804,District,Cachar,2021,25-44,Other,Hindu,Urban,1976
